,Country,Subscribers,Rank,Youtuber,TotalSubscribersCountry,Views,Category,Uploads,Abbreviation,LowestMonthlyEarnings,HighestMonthlyEarnings,LowestYearlyEarnings,HighestYearlyEarnings,Population,Latitude,Longitude,NumChannelsCountry
600,United States of America,7329500000,156,Diana and Roma ESP,30700000,12355992466.0,,578,US,25700.0,412000.0,309000.0,4900000.0,328239523.0,37.09024,-95.712891,313
601,United States of America,7329500000,161,Trap Nation,30400000,14037426379.0,Music,2725,US,11500.0,183300.0,137500.0,2200000.0,328239523.0,37.09024,-95.712891,313
602,United States of America,7329500000,162,ýýýýýýýýýýýýýýý ýýýýýý ýýýýýýýýýýýýýýýýýý,30400000,17999961915.0,,532,US,30700.0,491700.0,368800.0,5900000.0,328239523.0,37.09024,-95.712891,313
603,United States of America,7329500000,163,Boram Tube Vlog [ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,30300000,13546549817.0,Entertainment,223,US,5700.0,90900.0,68200.0,1100000.0,328239523.0,37.09024,-95.712891,313
604,United States of America,7329500000,165,Talking Tom,30200000,15199330166.0,Comedy,2,US,0.0,0.0,0.0,0.0,328239523.0,37.09024,-95.712891,313
605,United States of America,7329500000,169,Little Angel: Nursery Rhymes & Kids Songs,30100000,22593193994.0,Education,1349,US,26900.0,430100.0,322600.0,5200000.0,328239523.0,37.09024,-95.712891,313
606,United States of America,7329500000,173,Ultra Records,29600000,17208027242.0,Music,4903,US,20500.0,327500.0,245700.0,3900000.0,328239523.0,37.09024,-95.712891,313
607,United States of America,7329500000,176,Zhong,29200000,14727238483.0,Entertainment,1513,US,0.0,0.0,0.0,0.0,328239523.0,37.09024,-95.712891,313
608,United States of America,7329500000,182,The Late Late Show with James Corden,28400000,9956764048.0,Entertainment,5809,US,6600.0,105700.0,79300.0,1300000.0,328239523.0,37.09024,-95.712891,313
609,United States of America,7329500000,188,Michael Jackson,28200000,14412474625.0,Music,15,US,39600.0,634400.0,475800.0,7600000.0,328239523.0,37.09024,-95.712891,313
610,United States of America,7329500000,194,MrBeast 2,27500000,4552581106.0,People & Blogs,27,US,0.0,0.0,0.0,0.0,328239523.0,37.09024,-95.712891,313
611,United States of America,7329500000,195,Wiz Khalifa,27500000,13379395501.0,Music,682,US,22600.0,361800.0,271300.0,4300000.0,328239523.0,37.09024,-95.712891,313
612,United States of America,7329500000,197,ýýý Kids Roma Show,27400000,10336420490.0,People & Blogs,642,US,44000.0,703400.0,527500.0,8400000.0,328239523.0,37.09024,-95.712891,313
613,United States of America,7329500000,199,Nick Jr.,27300000,22440611155.0,Film & Animation,5438,US,10600.0,170200.0,127600.0,2000000.0,328239523.0,37.09024,-95.712891,313
614,United States of America,7329500000,204,Brent Rivera,27000000,6570935979.0,Comedy,554,US,36100.0,577800.0,433400.0,6900000.0,328239523.0,37.09024,-95.712891,313
615,United States of America,7329500000,206,Beast Reacts,26700000,4388047013.0,People & Blogs,241,US,69000.0,1100000.0,828600.0,13300000.0,328239523.0,37.09024,-95.712891,313
616,United States of America,7329500000,208,Netflix,26700000,7173668905.0,Entertainment,6471,US,29600.0,472900.0,354700.0,5700000.0,328239523.0,37.09024,-95.712891,313
617,United States of America,7329500000,210,WORLDSTARHIPHOP,26500000,20358117330.0,Music,6873,US,22300.0,356400.0,267300.0,4300000.0,328239523.0,37.09024,-95.712891,313
618,United States of America,7329500000,212,Alan Chikin Chow,26400000,27006526665.0,Comedy,865,US,261500.0,4200000.0,3100000.0,50200000.0,328239523.0,37.09024,-95.712891,313
619,United States of America,7329500000,215,D Billions,26200000,31977463002.0,,775,US,121800.0,1900000.0,1500000.0,23400000.0,328239523.0,37.09024,-95.712891,313
620,United States of America,7329500000,217,Smosh,26100000,10435474336.0,Comedy,1619,US,17000.0,272600.0,204500.0,3300000.0,328239523.0,37.09024,-95.712891,313
621,United States of America,7329500000,220,Beyoncï¿,26000000,17308961985.0,Music,240,US,13900.0,221800.0,166400.0,2700000.0,328239523.0,37.09024,-95.712891,313
622,United States of America,7329500000,224,David Guetta,25700000,17793809548.0,Music,749,US,41100.0,656900.0,492600.0,7900000.0,328239523.0,37.09024,-95.712891,313
623,United States of America,7329500000,226,Nicki Minaj,25700000,10242981063.0,Music,42,US,25900.0,414500.0,310900.0,5000000.0,328239523.0,37.09024,-95.712891,313
624,United States of America,7329500000,228,TaylorSwiftVEVO,25600000,25592378292.0,Music,287,US,79600.0,1300000.0,955800.0,15300000.0,328239523.0,37.09024,-95.712891,313
625,United States of America,7329500000,230,Post Malone,25500000,14401218086.0,Music,78,US,48900.0,782000.0,586500.0,9400000.0,328239523.0,37.09024,-95.712891,313
626,United States of America,7329500000,232,LankyBox,25400000,34300482066.0,Comedy,8775,US,203800.0,3300000.0,2400000.0,39100000.0,328239523.0,37.09024,-95.712891,313
627,United States of America,7329500000,235,WB Kids,25200000,11081602368.0,People & Blogs,2025,US,35100.0,561300.0,421000.0,6700000.0,328239523.0,37.09024,-95.712891,313
628,United States of America,7329500000,239,RihannaVEVO,25100000,19458807708.0,Music,118,US,23600.0,377000.0,282700.0,4500000.0,328239523.0,37.09024,-95.712891,313
629,United States of America,7329500000,245,America's Got Talent,24800000,3699352704.0,Entertainment,1894,US,33600.0,537600.0,403200.0,6500000.0,328239523.0,37.09024,-95.712891,313
630,United States of America,7329500000,247,EminemVEVO,24700000,20531704527.0,Music,104,US,34900.0,557800.0,418300.0,6700000.0,328239523.0,37.09024,-95.712891,313
631,United States of America,7329500000,249,KatyPerryVEVO,24600000,23755792542.0,Music,175,US,22200.0,355800.0,266800.0,4300000.0,328239523.0,37.09024,-95.712891,313
632,United States of America,7329500000,250,Mark Rober,24600000,3647987299.0,Science & Technology,120,US,22200.0,354500.0,265900.0,4300000.0,328239523.0,37.09024,-95.712891,313
633,United States of America,7329500000,252,Like Nastya AE,24400000,12385924995.0,Entertainment,658,US,42500.0,679500.0,509600.0,8200000.0,328239523.0,37.09024,-95.712891,313
634,United States of America,7329500000,257,Super JoJo - Nursery Rhymes & Kids Songs,24100000,329774870.0,,36,US,82100.0,1300000.0,985500.0,15800000.0,328239523.0,37.09024,-95.712891,313
635,United States of America,7329500000,261,DJ Snake,24100000,8425505919.0,Music,252,US,15800.0,253200.0,189900.0,3000000.0,328239523.0,37.09024,-95.712891,313
636,United States of America,7329500000,262,Diana and Roma ARA,24100000,11041261296.0,,590,US,16700.0,267500.0,200700.0,3200000.0,328239523.0,37.09024,-95.712891,313
637,United States of America,7329500000,266,Preston,24000000,8279004442.0,Gaming,4009,US,37900.0,606800.0,455100.0,7300000.0,328239523.0,37.09024,-95.712891,313
638,United States of America,7329500000,267,James Charles,23900000,4067878931.0,Entertainment,505,US,14500.0,232500.0,174400.0,2800000.0,328239523.0,37.09024,-95.712891,313
639,United States of America,7329500000,268,Collins Key,23900000,6582932625.0,Entertainment,257,US,2700.0,43400.0,32600.0,520900.0,328239523.0,37.09024,-95.712891,313
640,United States of America,7329500000,269,Diana and Roma EN,23900000,7213499085.0,People & Blogs,511,US,44400.0,711100.0,533300.0,8500000.0,328239523.0,37.09024,-95.712891,313
641,United States of America,7329500000,271,Troom Troom,23800000,10414479943.0,Howto & Style,2425,US,24500.0,392200.0,294200.0,4700000.0,328239523.0,37.09024,-95.712891,313
642,United States of America,7329500000,272,Enrique Iglesias,23800000,17688774915.0,Music,443,US,30700.0,491700.0,368700.0,5900000.0,328239523.0,37.09024,-95.712891,313
643,United States of America,7329500000,273,Ninja,23700000,2543809954.0,Gaming,1732,US,2100.0,33500.0,25100.0,401700.0,328239523.0,37.09024,-95.712891,313
644,United States of America,7329500000,276,That Little Puff,23700000,20289689389.0,Pets & Animals,769,US,188800.0,3000000.0,2300000.0,36200000.0,328239523.0,37.09024,-95.712891,313
645,United States of America,7329500000,279,Logan Paul,23600000,5994002464.0,Entertainment,719,US,2700.0,43200.0,32400.0,518600.0,328239523.0,37.09024,-95.712891,313
646,United States of America,7329500000,280,Maya and Mary,23600000,6766461070.0,Entertainment,552,US,11100.0,178200.0,133600.0,2100000.0,328239523.0,37.09024,-95.712891,313
647,United States of America,7329500000,286,Sesame Street,23300000,22471357411.0,Entertainment,3657,US,31000.0,496700.0,372600.0,6000000.0,328239523.0,37.09024,-95.712891,313
648,United States of America,7329500000,287,Happy Lives,23200000,2634.0,Science & Technology,1,US,0.0,0.0,0.0,0.0,328239523.0,37.09024,-95.712891,313
649,United States of America,7329500000,288,Lady Gaga,23200000,15751661213.0,People & Blogs,172,US,35800.0,572700.0,429500.0,6900000.0,328239523.0,37.09024,-95.712891,313
650,United States of America,7329500000,292,TED,23100000,2551113422.0,People & Blogs,4445,US,3300.0,53000.0,39700.0,635800.0,328239523.0,37.09024,-95.712891,313
651,United States of America,7329500000,294,Kids TV - Nursery Rhymes And Baby Songs,23100000,13151870846.0,Shows,3781,US,32100.0,513800.0,385300.0,6200000.0,328239523.0,37.09024,-95.712891,313
652,United States of America,7329500000,300,Alan Becker,22900000,5380073627.0,Film & Animation,0,US,0.0,0.0,0.0,0.0,328239523.0,37.09024,-95.712891,313
653,United States of America,7329500000,304,Vania Mania Kids,22700000,10115316784.0,People & Blogs,985,US,38800.0,620900.0,465600.0,7500000.0,328239523.0,37.09024,-95.712891,313
654,United States of America,7329500000,308,The Chainsmokers,22600000,14231943358.0,Music,180,US,20400.0,326600.0,245000.0,3900000.0,328239523.0,37.09024,-95.712891,313
655,United States of America,7329500000,310,Sia,22600000,13405849040.0,Music,171,US,23800.0,381000.0,285800.0,4600000.0,328239523.0,37.09024,-95.712891,313
656,United States of America,7329500000,311,LeoNata Family,22600000,27084848152.0,People & Blogs,2321,US,293500.0,4700000.0,3500000.0,56300000.0,328239523.0,37.09024,-95.712891,313
657,United States of America,7329500000,313,Vlad and Niki Arabic,22500000,10613701948.0,,526,US,16300.0,260300.0,195200.0,3100000.0,328239523.0,37.09024,-95.712891,313
658,United States of America,7329500000,314,SSundee,22500000,13835173331.0,Gaming,3315,US,43800.0,700400.0,525300.0,8400000.0,328239523.0,37.09024,-95.712891,313
659,United States of America,7329500000,317,FGTeeV,22300000,24059336857.0,Gaming,1724,US,33000.0,528400.0,396300.0,6300000.0,328239523.0,37.09024,-95.712891,313
660,United States of America,7329500000,318,Kinder Spielzeug Kanal (Kidibli),22200000,11136266461.0,Entertainment,999,US,34800.0,557300.0,418000.0,6700000.0,328239523.0,37.09024,-95.712891,313
661,United States of America,7329500000,319,Charlie Puth,22000000,9924807127.0,Music,157,US,27900.0,446000.0,334500.0,5400000.0,328239523.0,37.09024,-95.712891,313
662,United States of America,7329500000,320,Vlad and Niki ESP,22000000,8594440895.0,,515,US,46000.0,735500.0,551600.0,8800000.0,328239523.0,37.09024,-95.712891,313
663,United States of America,7329500000,322,Ben Azelart,21900000,4454917643.0,Film & Animation,301,US,46200.0,739800.0,554800.0,8900000.0,328239523.0,37.09024,-95.712891,313
664,United States of America,7329500000,323,Zach Choi ASMR,21900000,5918314128.0,People & Blogs,946,US,58600.0,936900.0,702700.0,11200000.0,328239523.0,37.09024,-95.712891,313
665,United States of America,7329500000,324,Topper Guild,21900000,15552070846.0,Comedy,816,US,171800.0,2700000.0,2100000.0,33000000.0,328239523.0,37.09024,-95.712891,313
666,United States of America,7329500000,326,Stokes Twins,21800000,4469711607.0,People & Blogs,257,US,49500.0,791800.0,593900.0,9500000.0,328239523.0,37.09024,-95.712891,313
667,United States of America,7329500000,327,National Geographic,21800000,5614621131.0,Science & Technology,10162,US,11500.0,183200.0,137400.0,2200000.0,328239523.0,37.09024,-95.712891,313
668,United States of America,7329500000,336,Eva Bravo Play,21600000,9346383505.0,Entertainment,228,US,16000.0,255700.0,191800.0,3100000.0,328239523.0,37.09024,-95.712891,313
669,United States of America,7329500000,337,Tekashi 6ix9ine,21500000,5890180734.0,People & Blogs,51,US,28400.0,454200.0,340600.0,5400000.0,328239523.0,37.09024,-95.712891,313
670,United States of America,7329500000,343,The Royalty Family,21300000,6269945014.0,People & Blogs,733,US,40100.0,640900.0,480700.0,7700000.0,328239523.0,37.09024,-95.712891,313
671,United States of America,7329500000,344,Becky G,21300000,10644857969.0,Music,78,US,25800.0,412700.0,309500.0,5000000.0,328239523.0,37.09024,-95.712891,313
672,United States of America,7329500000,346,Infinite,21300000,5141834668.0,Entertainment,1608,US,17100.0,273400.0,205100.0,3300000.0,328239523.0,37.09024,-95.712891,313
673,United States of America,7329500000,351,Tasty,21100000,5783557209.0,Howto & Style,4728,US,6200.0,98800.0,74100.0,1200000.0,328239523.0,37.09024,-95.712891,313
674,United States of America,7329500000,353,nigahiga,21000000,4380564906.0,Entertainment,403,US,619.0,9900.0,7400.0,118900.0,328239523.0,37.09024,-95.712891,313
675,United States of America,7329500000,355,Lyrical Lemonade,21000000,10631638628.0,Entertainment,420,US,20000.0,320200.0,240200.0,3800000.0,328239523.0,37.09024,-95.712891,313
676,United States of America,7329500000,356,Vlad and Niki IDN,21000000,9789121606.0,,498,US,33300.0,533400.0,400100.0,6400000.0,328239523.0,37.09024,-95.712891,313
677,United States of America,7329500000,359,Brave Wilderness,20900000,4927879069.0,Pets & Animals,982,US,0.0,0.0,0.0,0.0,328239523.0,37.09024,-95.712891,313
678,United States of America,7329500000,360,LIV Crime,20900000,11058049885.0,People & Blogs,9850,US,95900.0,1500000.0,1200000.0,18400000.0,328239523.0,37.09024,-95.712891,313
679,United States of America,7329500000,362,Romeo Santos,20900000,17324976752.0,Music,6,US,0.02,0.4,0.3,5.0,328239523.0,37.09024,-95.712891,313
680,United States of America,7329500000,365,Yoeslan,20700000,17963202261.0,Entertainment,619,US,218700.0,3500000.0,2600000.0,42000000.0,328239523.0,37.09024,-95.712891,313
681,United States of America,7329500000,366,5-Minute Crafts DIY,20700000,5091618606.0,Howto & Style,5062,US,5000.0,80000.0,60000.0,960600.0,328239523.0,37.09024,-95.712891,313
682,United States of America,7329500000,369,NBA,20700000,12624879732.0,Sports,47926,US,18300.0,292100.0,219100.0,3500000.0,328239523.0,37.09024,-95.712891,313
683,United States of America,7329500000,375,Ninja Kidz TV,20500000,11009148579.0,Entertainment,296,US,48800.0,780800.0,585600.0,9400000.0,328239523.0,37.09024,-95.712891,313
684,United States of America,7329500000,377,Jake Paul,20400000,7311322368.0,People & Blogs,1006,US,3700.0,58600.0,43900.0,703000.0,328239523.0,37.09024,-95.712891,313
685,United States of America,7329500000,390,Marta and Rustam,20200000,19694265358.0,Comedy,761,US,113100.0,1800000.0,1400000.0,21700000.0,328239523.0,37.09024,-95.712891,313
686,United States of America,7329500000,392,CookieSwirlC,20100000,23353115850.0,Entertainment,3774,US,55400.0,886800.0,665100.0,10600000.0,328239523.0,37.09024,-95.712891,313
687,United States of America,7329500000,393,Skrillex,20100000,6618524158.0,Music,241,US,6300.0,101100.0,75800.0,1200000.0,328239523.0,37.09024,-95.712891,313
688,United States of America,7329500000,396,Pencilmation,20100000,11317309935.0,Film & Animation,1481,US,3700.0,59400.0,44600.0,713400.0,328239523.0,37.09024,-95.712891,313
689,United States of America,7329500000,397,7clouds,20100000,14816075927.0,Music,2384,US,69200.0,1100000.0,830300.0,13300000.0,328239523.0,37.09024,-95.712891,313
690,United States of America,7329500000,398,5-Minute Crafts PLAY,20100000,6119294270.0,Howto & Style,5491,US,26400.0,423100.0,317400.0,5100000.0,328239523.0,37.09024,-95.712891,313
691,United States of America,7329500000,399,Marvel Entertainment,20100000,5634695322.0,Entertainment,1,US,0.02,0.25,0.19,3.0,328239523.0,37.09024,-95.712891,313
692,United States of America,7329500000,400,BuzzFeedVideo,20100000,17913237851.0,People & Blogs,7737,US,2300.0,36400.0,27300.0,437400.0,328239523.0,37.09024,-95.712891,313
693,United States of America,7329500000,401,REACT,20000000,13154314376.0,Entertainment,4339,US,5800.0,92800.0,69600.0,1100000.0,328239523.0,37.09024,-95.712891,313
694,United States of America,7329500000,402,Vevo,20000000,559765455.0,Music,1527,US,333.0,5300.0,4000.0,63900.0,328239523.0,37.09024,-95.712891,313
695,United States of America,7329500000,408,Crafty Panda,19800000,5759442450.0,People & Blogs,760,US,1500.0,24500.0,18400.0,294600.0,328239523.0,37.09024,-95.712891,313
696,United States of America,7329500000,409,SOMOY TV,19800000,12293479945.0,News & Politics,9930,US,4.0,65.0,49.0,779.0,328239523.0,37.09024,-95.712891,313
697,United States of America,7329500000,410,JennaMarbles,19700000,1803249241.0,Comedy,250,US,942.0,15100.0,11300.0,180900.0,328239523.0,37.09024,-95.712891,313
698,United States of America,7329500000,412,Official Pink Panther,19700000,10955619815.0,Film & Animation,1,US,0.0,0.0,0.0,0.0,328239523.0,37.09024,-95.712891,313
699,United States of America,7329500000,415,AS Gaming,19600000,2851024430.0,Gaming,17,US,0.01,0.09,0.07,1.0,328239523.0,37.09024,-95.712891,313
700,United States of America,7329500000,416,Sony AATH,19600000,13930021471.0,Shows,18661,US,68600.0,1100000.0,822600.0,13200000.0,328239523.0,37.09024,-95.712891,313
701,United States of America,7329500000,418,DaFuq!?Boom!,19600000,7906181776.0,Film & Animation,214,US,576000.0,9200000.0,6900000.0,110600000.0,328239523.0,37.09024,-95.712891,313
702,United States of America,7329500000,419,Clash of Clans,19600000,3961318438.0,Gaming,674,US,5600.0,89200.0,66900.0,1100000.0,328239523.0,37.09024,-95.712891,313
703,United States of America,7329500000,428,shane,19200000,4329121104.0,People & Blogs,570,US,683.0,10900.0,8200.0,131100.0,328239523.0,37.09024,-95.712891,313
704,United States of America,7329500000,430,Jimmy Kimmel Live,19100000,13124645973.0,Entertainment,6526,US,4300.0,69000.0,51700.0,827600.0,328239523.0,37.09024,-95.712891,313
705,United States of America,7329500000,431,TheOdd1sOut,19100000,4566120190.0,Comedy,139,US,7700.0,123900.0,93000.0,1500000.0,328239523.0,37.09024,-95.712891,313
706,United States of America,7329500000,434,ýýýýýýýýýýýýýý ýýýý,19000000,4924054368.0,Education,60,US,5400.0,86300.0,64800.0,1000000.0,328239523.0,37.09024,-95.712891,313
707,United States of America,7329500000,443,TED-Ed,18800000,3654621568.0,Education,2072,US,7500.0,119500.0,89600.0,1400000.0,328239523.0,37.09024,-95.712891,313
708,United States of America,7329500000,447,Farruko,18800000,9573641299.0,Music,217,US,24400.0,391000.0,293300.0,4700000.0,328239523.0,37.09024,-95.712891,313
709,United States of America,7329500000,453,Smile Family Spanish,18600000,7008250496.0,,457,US,10800.0,173600.0,130200.0,2100000.0,328239523.0,37.09024,-95.712891,313
710,United States of America,7329500000,461,PDK Films,18400000,4120324310.0,Entertainment,111,US,3600.0,57700.0,43300.0,692600.0,328239523.0,37.09024,-95.712891,313
711,United States of America,7329500000,465,shakiraVEVO,18400000,25367126292.0,Music,197,US,66800.0,1100000.0,801400.0,12800000.0,328239523.0,37.09024,-95.712891,313
712,United States of America,7329500000,467,Miley Cyrus,18300000,7760819588.0,Entertainment,142,US,32000.0,511900.0,383900.0,6100000.0,328239523.0,37.09024,-95.712891,313
713,United States of America,7329500000,468,IShowSpeed,18300000,1556003039.0,Gaming,1324,US,35100.0,561000.0,420800.0,6700000.0,328239523.0,37.09024,-95.712891,313
714,United States of America,7329500000,472,Jake Fellman,18100000,13378360425.0,Entertainment,420,US,124300.0,2000000.0,1500000.0,23900000.0,328239523.0,37.09024,-95.712891,313
715,United States of America,7329500000,475,Blippi - Educational Videos for Kids,18100000,14857290259.0,Education,707,US,45100.0,721600.0,541200.0,8700000.0,328239523.0,37.09024,-95.712891,313
716,United States of America,7329500000,480,And TV,18000000,15412333005.0,Entertainment,45,US,0.0,0.02,0.01,0.19,328239523.0,37.09024,-95.712891,313
717,United States of America,7329500000,481,Sebastiï¿½ï¿½ï¿½,18000000,10463166404.0,News & Politics,237,US,27700.0,443100.0,332300.0,5300000.0,328239523.0,37.09024,-95.712891,313
718,United States of America,7329500000,482,SonyMusicSouthVEVO,18000000,17921124985.0,Music,5692,US,64400.0,1000000.0,772800.0,12400000.0,328239523.0,37.09024,-95.712891,313
719,United States of America,7329500000,485,David Dobrik,17900000,7176572299.0,People & Blogs,536,US,2200.0,34600.0,26000.0,415200.0,328239523.0,37.09024,-95.712891,313
720,United States of America,7329500000,486,KatieAngel,17900000,3841205465.0,People & Blogs,982,US,12900.0,206700.0,155100.0,2500000.0,328239523.0,37.09024,-95.712891,313
721,United States of America,7329500000,488,Lele Pons,17900000,5244917119.0,Comedy,185,US,4600.0,74200.0,55600.0,890300.0,328239523.0,37.09024,-95.712891,313
722,United States of America,7329500000,489,Demi Lovato,17900000,6888074944.0,Music,314,US,7300.0,116700.0,87500.0,1400000.0,328239523.0,37.09024,-95.712891,313
723,United States of America,7329500000,491,Jason Derulo,17900000,9887116267.0,Music,830,US,112000.0,1800000.0,1300000.0,21500000.0,328239523.0,37.09024,-95.712891,313
724,United States of America,7329500000,492,MGC Playhouse,17900000,16174530046.0,Shows,1426,US,25700.0,410500.0,307900.0,4900000.0,328239523.0,37.09024,-95.712891,313
725,United States of America,7329500000,495,MSA previously My Story Animated,17800000,8588704539.0,Film & Animation,26,US,5.0,83.0,62.0,994.0,328239523.0,37.09024,-95.712891,313
726,United States of America,7329500000,498,ArianaGrandeVevo,17700000,20115544708.0,Music,178,US,24400.0,389700.0,292300.0,4700000.0,328239523.0,37.09024,-95.712891,313
727,United States of America,7329500000,515,IGN,17500000,16107116549.0,Gaming,156215,US,24600.0,393400.0,295000.0,4700000.0,328239523.0,37.09024,-95.712891,313
728,United States of America,7329500000,516,Aphmau,17400000,17763586483.0,Gaming,4411,US,110000.0,1800000.0,1300000.0,21100000.0,328239523.0,37.09024,-95.712891,313
729,United States of America,7329500000,520,Apple,17300000,1026425106.0,Science & Technology,180,US,11600.0,185900.0,139500.0,2200000.0,328239523.0,37.09024,-95.712891,313
730,United States of America,7329500000,525,Marques Brownlee,17200000,3606912471.0,Science & Technology,1567,US,13100.0,209300.0,157000.0,2500000.0,328239523.0,37.09024,-95.712891,313
731,United States of America,7329500000,532,Liza Koshy,17100000,2173106162.0,Comedy,142,US,440.0,7000.0,5300.0,84500.0,328239523.0,37.09024,-95.712891,313
732,United States of America,7329500000,536,LuisFonsiVEVO,17000000,14543594822.0,Music,97,US,12500.0,199300.0,149500.0,2400000.0,328239523.0,37.09024,-95.712891,313
733,United States of America,7329500000,538,Guava Juice,16900000,9111000228.0,Gaming,1910,US,2700.0,43600.0,32700.0,522600.0,328239523.0,37.09024,-95.712891,313
734,United States of America,7329500000,539,EeOneGuy,16900000,3827906874.0,Entertainment,366,US,409.0,6500.0,4900.0,78500.0,328239523.0,37.09024,-95.712891,313
735,United States of America,7329500000,540,VICE,16900000,4609753237.0,Entertainment,3900,US,9100.0,145400.0,109100.0,1700000.0,328239523.0,37.09024,-95.712891,313
736,United States of America,7329500000,542,Danny Fitt,16900000,9544277833.0,People & Blogs,2337,US,68800.0,1100000.0,825800.0,13200000.0,328239523.0,37.09024,-95.712891,313
737,United States of America,7329500000,550,CoryxKenshin,16700000,7102965621.0,Gaming,1693,US,26300.0,420500.0,315300.0,5000000.0,328239523.0,37.09024,-95.712891,313
738,United States of America,7329500000,551,With Kids[ï¿½ï¿½ï¿½ï¿½ï,16700000,8826138204.0,Entertainment,920,US,11400.0,182800.0,137100.0,2200000.0,328239523.0,37.09024,-95.712891,313
739,United States of America,7329500000,552,Travis Scott,16700000,7979736581.0,Music,13,US,9.0,150.0,113.0,1800.0,328239523.0,37.09024,-95.712891,313
740,United States of America,7329500000,561,Jordan Matter,16600000,5819508534.0,Entertainment,413,US,49800.0,796100.0,597100.0,9600000.0,328239523.0,37.09024,-95.712891,313
741,United States of America,7329500000,562,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,16500000,2440934034.0,Entertainment,421,US,5500.0,87800.0,65900.0,1100000.0,328239523.0,37.09024,-95.712891,313
742,United States of America,7329500000,563,FailArmy,16500000,3037260680.0,Comedy,438,US,28200.0,451900.0,339000.0,5400000.0,328239523.0,37.09024,-95.712891,313
743,United States of America,7329500000,565,FunFun Toy Doll TV,16500000,7406207930.0,Entertainment,735,US,6100.0,97500.0,73100.0,1200000.0,328239523.0,37.09024,-95.712891,313
744,United States of America,7329500000,566,Sandra Cires Art,16400000,3955426159.0,Howto & Style,1091,US,4500.0,72100.0,54100.0,865300.0,328239523.0,37.09024,-95.712891,313
745,United States of America,7329500000,568,UFC - Ultimate Fighting Championship,16400000,7135820721.0,Sports,14662,US,33300.0,532800.0,399600.0,6400000.0,328239523.0,37.09024,-95.712891,313
746,United States of America,7329500000,573,Matt Stonie,16300000,3527627264.0,Entertainment,54,US,7.0,119.0,89.0,1400.0,328239523.0,37.09024,-95.712891,313
747,United States of America,7329500000,574,Boyce Avenue,16300000,6578828147.0,Music,490,US,7200.0,115100.0,86400.0,1400000.0,328239523.0,37.09024,-95.712891,313
748,United States of America,7329500000,575,Camila Cabello,16300000,6613422635.0,Music,80,US,10700.0,170800.0,128100.0,2000000.0,328239523.0,37.09024,-95.712891,313
749,United States of America,7329500000,578,Pitbull,16300000,12475714382.0,Music,352,US,22000.0,352000.0,264000.0,4200000.0,328239523.0,37.09024,-95.712891,313
750,United States of America,7329500000,580,Technoblade,16300000,1656452554.0,Gaming,989,US,4500.0,71800.0,53800.0,861300.0,328239523.0,37.09024,-95.712891,313
751,United States of America,7329500000,582,Jennifer Lopez,16200000,10227242833.0,Music,258,US,15900.0,253800.0,190300.0,3000000.0,328239523.0,37.09024,-95.712891,313
752,United States of America,7329500000,583,Kids Play,16200000,8091706232.0,Entertainment,593,US,6500.0,103600.0,77700.0,1200000.0,328239523.0,37.09024,-95.712891,313
753,United States of America,7329500000,589,XO TEAM,16200000,14784781923.0,People & Blogs,189,US,9.0,152.0,114.0,1800.0,328239523.0,37.09024,-95.712891,313
754,United States of America,7329500000,594,Vlad and Niki ARA,16100000,7399296005.0,,510,US,8000.0,128000.0,96000.0,1500000.0,328239523.0,37.09024,-95.712891,313
755,United States of America,7329500000,597,Daily Dose Of Internet,16100000,6872702790.0,Entertainment,671,US,100000.0,1600000.0,1200000.0,19200000.0,328239523.0,37.09024,-95.712891,313
756,United States of America,7329500000,600,Disney Junior,16100000,15812009296.0,Entertainment,4045,US,66800.0,1100000.0,801400.0,12800000.0,328239523.0,37.09024,-95.712891,313
757,United States of America,7329500000,608,DopeLyrics,15900000,9962188084.0,Music,2035,US,2500.0,39700.0,29700.0,475900.0,328239523.0,37.09024,-95.712891,313
758,United States of America,7329500000,609,jeffreestar,15900000,2609358468.0,Howto & Style,433,US,502.0,8000.0,6000.0,96300.0,328239523.0,37.09024,-95.712891,313
759,United States of America,7329500000,612,Unspeakable,15900000,9052367553.0,Gaming,796,US,41200.0,659600.0,494700.0,7900000.0,328239523.0,37.09024,-95.712891,313
760,United States of America,7329500000,617,Rotten Tomatoes Trailers,15800000,13116313599.0,Film & Animation,10441,US,6400.0,103000.0,77200.0,1200000.0,328239523.0,37.09024,-95.712891,313
761,United States of America,7329500000,623,Prime Video India,15700000,8696631898.0,Entertainment,7090,US,83800.0,1300000.0,1000000.0,16100000.0,328239523.0,37.09024,-95.712891,313
762,United States of America,7329500000,628,5-Minute Crafts FAMILY,15600000,6165757696.0,People & Blogs,4245,US,6800.0,109500.0,82100.0,1300000.0,328239523.0,37.09024,-95.712891,313
763,United States of America,7329500000,635,Mr DegrEE,15500000,12880388253.0,Science & Technology,0,US,0.0,0.0,0.0,0.0,328239523.0,37.09024,-95.712891,313
764,United States of America,7329500000,637,Talking Tom & Friends,15500000,6396049701.0,Entertainment,417,US,6800.0,109500.0,82100.0,1300000.0,328239523.0,37.09024,-95.712891,313
765,United States of America,7329500000,641,Mobile Legends: Bang Bang,15400000,1543608082.0,Gaming,1647,US,13800.0,221500.0,166100.0,2700000.0,328239523.0,37.09024,-95.712891,313
